54320	boring , uninspiring , uptight and snappy 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 
53212	Awesomeness ! ! Jason is amazing and very helpful.\r Very nice guy , and very intelligent . He made what could have been a difficult class fun . 	Awesomeness\O !\O !\O Jason\O is\O amazing\O and\O very\O helpful\B .\r\O Very\O nice\O guy\O ,\O and\O very\O intelligent\O .\O He\O made\O what\O could\O have\O been\O a\O difficult\O class\O fun\O .\O 	Awesomeness\O !\O !\O Jason\O is\O amazing\O and\O very\B helpful\I .\r\O Very\O nice\O guy\O ,\O and\O very\O intelligent\O .\O He\O made\O what\O could\O have\O been\O a\O difficult\O class\O fun\O .\O 
48352	Didn\'t learn much . This teacher is not helpful and biased . Do not take this teacher if you have a major that requires public speaking . 	Didn\'t\O learn\O much\O .\O This\O teacher\O is\O not\O helpful\O and\O biased\B .\O Do\O not\O take\O this\O teacher\O if\O you\O have\O a\O major\O that\O requires\O public\O speaking\O .\O 	Didn\'t\O learn\O much\O .\O This\O teacher\O is\O not\O helpful\O and\O biased\B .\O Do\O not\O take\O this\O teacher\O if\O you\O have\O a\O major\O that\O requires\O public\O speaking\O .\O 
49841	Tough class - but she did a tremendous job explaining intense theoretical issues with the texts . And she is incredibly helpful . 	Tough\O class\O -\O but\O she\O did\O a\O tremendous\O job\O explaining\B intense\O theoretical\O issues\O with\O the\O texts\O .\O And\O she\O is\O incredibly\O helpful\O .\O 	Tough\O class\O -\O but\O she\O did\O a\O tremendous\B job\I explaining\O intense\O theoretical\O issues\O with\O the\O texts\O .\O And\O she\O is\O incredibly\O helpful\O .\O 
51540	I loved having Val as a teacher ! 	I\O loved\O having\O Val\B as\O a\O teacher\O !\O 	I\O loved\B having\O Val\O as\O a\O teacher\O !\O 
46231	Horrible , Rude , arrogant , scum professor . i wouldnt recommend him for anything . 	Horrible\O ,\O Rude\B ,\O arrogant\O ,\O scum\O professor\O .\O i\O wouldnt\O recommend\O him\O for\O anything\O .\O 	Horrible\O ,\O Rude\B ,\O arrogant\O ,\O scum\O professor\O .\O i\O wouldnt\O recommend\O him\O for\O anything\O .\O 
61851	Bro . Joe is the man ! His tests are a little tough but he one of the best teachers ever ! 	Bro\O .\O Joe\O is\O the\O man\O !\O His\O tests\B are\O a\O little\O tough\O but\O he\O one\O of\O the\O best\O teachers\O ever\O !\O 	Bro\O .\O Joe\O is\O the\O man\O !\O His\O tests\O are\O a\O little\B tough\I but\O he\O one\O of\O the\O best\O teachers\O ever\O !\O 
49081	Insulting and condescending . Still got a B+ in his class . 	Insulting\O and\O condescending\B .\O Still\O got\O a\O B+\O in\O his\O class\O .\O 	Insulting\O and\O condescending\B .\O Still\O got\O a\O B+\O in\O his\O class\O .\O 
3432	Satisfied with the overall course delivery though it had to be done online . Lecture videos are really interesting to watch and easy to understand 	Satisfied\O with\O the\O overall\O course\O delivery\O though\O it\O had\O to\O be\O done\O online\O .\O Lecture\B videos\I are\O really\O interesting\O to\O watch\O and\O easy\O to\O understand\O 	Satisfied\O with\O the\O overall\O course\O delivery\O though\O it\O had\O to\O be\O done\O online\O .\O Lecture\O videos\O are\O really\O interesting\O to\O watch\O and\O easy\B to\I understand\I 
7813	Truley an ideal teacher ! Really laid-back , funny , and super nice ! But be prepared to write cuz thats what the class if based on ... just 5 write-ups of your choice out of 10 & a final paper on a book you read . Pretty simple . I definately reccomend him ... if you don\'t mind writing a little . 	Truley\O an\O ideal\O teacher\O !\O Really\O laid-back\O ,\O funny\O ,\O and\O super\B nice\I !\O But\O be\O prepared\O to\O write\O cuz\O thats\O what\O the\O class\O if\O based\O on\O ...\O just\O 5\O write-ups\O of\O your\O choice\O out\O of\O 10\O &\O a\O final\O paper\O on\O a\O book\O you\O read\O .\O Pretty\O simple\O .\O I\O definately\O reccomend\O him\O ...\O if\O you\O don\'t\O mind\O writing\O a\O little\O .\O 	Truley\O an\O ideal\O teacher\O !\O Really\O laid-back\O ,\O funny\O ,\O and\O super\B nice\I !\O But\O be\O prepared\O to\O write\O cuz\O thats\O what\O the\O class\O if\O based\O on\O ...\O just\O 5\O write-ups\O of\O your\O choice\O out\O of\O 10\O &\O a\O final\O paper\O on\O a\O book\O you\O read\O .\O Pretty\O simple\O .\O I\O definately\O reccomend\O him\O ...\O if\O you\O don\'t\O mind\O writing\O a\O little\O .\O 
23130	oop lectures were very good and one suggestion which felt , will help to increase the understanding of concepts of oop . dicussing more than one example of code for a given topic or reference links to such examples will help us to understand the subject better . 	oop\O lectures\B were\O very\O good\O and\O one\O suggestion\O which\O felt\O ,\O will\O help\O to\O increase\O the\O understanding\O of\O concepts\O of\O oop\O .\O dicussing\O more\O than\O one\O example\O of\O code\O for\O a\O given\O topic\O or\O reference\O links\O to\O such\O examples\O will\O help\O us\O to\O understand\O the\O subject\O better\O .\O 	oop\O lectures\O were\O very\B good\I and\O one\O suggestion\O which\O felt\O ,\O will\O help\O to\O increase\O the\O understanding\O of\O concepts\O of\O oop\O .\O dicussing\O more\O than\O one\O example\O of\O code\O for\O a\O given\O topic\O or\O reference\O links\O to\O such\O examples\O will\O help\O us\O to\O understand\O the\O subject\O better\O .\O 
13462	Makes you think but the essays were awesome to read . Very helpful ; you need to attend class but will do well if you put in the effort 	Makes\O you\O think\O but\O the\O essays\O were\O awesome\O to\O read\O .\O Very\O helpful\B ;\O you\O need\O to\O attend\O class\O but\O will\O do\O well\O if\O you\O put\O in\O the\O effort\O 	Makes\O you\O think\O but\O the\O essays\O were\O awesome\O to\O read\O .\O Very\B helpful\O ;\O you\O need\O to\O attend\O class\O but\O will\O do\O well\O if\O you\O put\O in\O the\O effort\O 
9181	TU is lucky to have him as a prof ! One of the best teachers that I\ 've ever had . Very entertaining and straight forward . Gives great examples about what he is lecturing on . Take good notes , review them before the exams- no text needed . Can\'t wait to take him again ! 	TU\O is\O lucky\O to\O have\O him\O as\O a\O prof\O !\O One\O of\O the\O best\O teachers\B that\O I\\O 've\O ever\O had\O .\O Very\O entertaining\O and\O straight\O forward\O .\O Gives\O great\O examples\O about\O what\O he\O is\O lecturing\O on\O .\O Take\O good\O notes\O ,\O review\O them\O before\O the\O exams-\O no\O text\O needed\O .\O Can\'t\O wait\O to\O take\O him\O again\O !\O 	TU\O is\O lucky\O to\O have\O him\O as\O a\O prof\O !\O One\O of\O the\O best\B teachers\O that\O I\\O 've\O ever\O had\O .\O Very\O entertaining\O and\O straight\O forward\O .\O Gives\O great\O examples\O about\O what\O he\O is\O lecturing\O on\O .\O Take\O good\O notes\O ,\O review\O them\O before\O the\O exams-\O no\O text\O needed\O .\O Can\'t\O wait\O to\O take\O him\O again\O !\O 
17620	Best and easiest class ever taken 	Best\O and\O easiest\O class\B ever\O taken\O 	Best\B and\O easiest\O class\O ever\O taken\O 
571	Impressed about what we were taught and the way we were taught . 	Impressed\O about\O what\O we\O were\O taught\O and\O the\O way\B we\I were\I taught\I .\O 	Impressed\B about\O what\O we\O were\O taught\O and\O the\O way\O we\O were\O taught\O .\O 
40480	She\ 's very intimidating/scary in class . But she\ 's super helpful and a lot nicer in office hours . If she makes you feel stupid , get over it , that\ 's just her style . 	She\\O 's\O very\O intimidating\B /scary\O in\O class\O .\O But\O she\\O 's\O super\O helpful\O and\O a\O lot\O nicer\O in\O office\O hours\O .\O If\O she\O makes\O you\O feel\O stupid\O ,\O get\O over\O it\O ,\O that\\O 's\O just\O her\O style\O .\O 	She\\O 's\O very\B intimidating\I /scary\O in\O class\O .\O But\O she\\O 's\O super\O helpful\O and\O a\O lot\O nicer\O in\O office\O hours\O .\O If\O she\O makes\O you\O feel\O stupid\O ,\O get\O over\O it\O ,\O that\\O 's\O just\O her\O style\O .\O 
35760	good lectures , but you should take some simple examples to explain some matters . 	good\O lectures\B ,\O but\O you\O should\O take\O some\O simple\O examples\O to\O explain\O some\O matters\O .\O 	good\B lectures\O ,\O but\O you\O should\O take\O some\O simple\O examples\O to\O explain\O some\O matters\O .\O 
55741	if you want an egotistacal teacher with a napoleon complex , he is for you . he has very little practical experience and it is very evident . 	if\O you\O want\O an\O egotistacal\O teacher\O with\O a\O napoleon\B complex\I ,\O he\O is\O for\O you\O .\O he\O has\O very\O little\O practical\O experience\O and\O it\O is\O very\O evident\O .\O 	if\O you\O want\O an\O egotistacal\O teacher\O with\O a\O napoleon\B complex\I ,\O he\O is\O for\O you\O .\O he\O has\O very\O little\O practical\O experience\O and\O it\O is\O very\O evident\O .\O 
18770	Chris is an awesome teacher , one of the best hands down . He\ 'd give you the shirt off his back , and he\ 'd know the best way to do it too . 	Chris\B is\O an\O awesome\O teacher\O ,\O one\O of\O the\O best\O hands\O down\O .\O He\\O 'd\O give\O you\O the\O shirt\O off\O his\O back\O ,\O and\O he\\O 'd\O know\O the\O best\O way\O to\O do\O it\O too\O .\O 	Chris\O is\O an\O awesome\B teacher\I ,\O one\O of\O the\O best\O hands\O down\O .\O He\\O 'd\O give\O you\O the\O shirt\O off\O his\O back\O ,\O and\O he\\O 'd\O know\O the\O best\O way\O to\O do\O it\O too\O .\O 
61642	A good professor , helpful and smiling but the course are sometimes a little bit boring . 	A\O good\O professor\O ,\O helpful\O and\O smiling\B but\O the\O course\O are\O sometimes\O a\O little\O bit\O boring\O .\O 	A\O good\O professor\O ,\O helpful\O and\O smiling\B but\O the\O course\O are\O sometimes\O a\O little\O bit\O boring\O .\O 
35611	It would be better to have multiple lab tasks related OOP than giving a whole project once . It would be helpful to improve coding abilities and styles . Rather than suggesting sequences of methods , you could let the student do a project as they wish . Along with a viva or something it would be better , pointing their mistakes and advising them how to deal with them such issues . 	It\O would\O be\O better\O to\O have\O multiple\O lab\O tasks\O related\O OOP\O than\O giving\O a\O whole\O project\O once\O .\O It\O would\O be\O helpful\O to\O improve\O coding\O abilities\O and\O styles\O .\O Rather\O than\O suggesting\O sequences\O of\O methods\O ,\O you\O could\O let\O the\O student\O do\O a\O project\B as\O they\O wish\O .\O Along\O with\O a\O viva\O or\O something\O it\O would\O be\O better\O ,\O pointing\O their\O mistakes\O and\O advising\O them\O how\O to\O deal\O with\O them\O such\O issues\O .\O 	It\O would\O be\O better\O to\O have\O multiple\O lab\O tasks\O related\O OOP\O than\O giving\O a\O whole\O project\O once\O .\O It\O would\O be\O helpful\O to\O improve\O coding\O abilities\O and\O styles\O .\O Rather\O than\O suggesting\O sequences\O of\O methods\O ,\O you\O could\O let\O the\O student\O do\O a\O project\O as\B they\I wish\I .\O Along\O with\O a\O viva\O or\O something\O it\O would\O be\O better\O ,\O pointing\O their\O mistakes\O and\O advising\O them\O how\O to\O deal\O with\O them\O such\O issues\O .\O 
9984	Very nice lady ; very helpful . She\ 's almost annoyingly organized , but you can always know your grade if you send her an e-mail . The way she talks is sometimes annoying , but the class is so easy it\ 's worth putting up with that . 	Very\O nice\O lady\O ;\O very\O helpful\O .\O She\\O 's\O almost\O annoyingly\O organized\O ,\O but\O you\O can\O always\O know\O your\O grade\O if\O you\O send\O her\O an\O e-mail\O .\O The\O way\O she\O talks\O is\O sometimes\O annoying\O ,\O but\O the\O class\B is\O so\O easy\O it\\O 's\O worth\O putting\O up\O with\O that\O .\O 	Very\O nice\O lady\O ;\O very\O helpful\O .\O She\\O 's\O almost\O annoyingly\O organized\O ,\O but\O you\O can\O always\O know\O your\O grade\O if\O you\O send\O her\O an\O e-mail\O .\O The\O way\O she\O talks\O is\O sometimes\O annoying\O ,\O but\O the\O class\O is\O so\B easy\I it\\O 's\O worth\O putting\O up\O with\O that\O .\O 
29841	giving and marking activities each week helped us recognize our weakness 	giving\O and\O marking\B activities\I each\O week\O helped\O us\O recognize\O our\O weakness\O 	giving\O and\O marking\O activities\O each\O week\O helped\B us\O recognize\O our\O weakness\O 
37034	Dr. Bob is such a great teacher . Yes , his lectures are long , and his reading assignments are very ( very , very , very , ... ) long . But , in the end , it is all so worth it . Make sure you know how to take good and efficient notes . Don\'t be that one student who looks lost during lectures . I would take his class over and over again if I could . Just do it ! 	Dr.\O Bob\O is\O such\O a\O great\O teacher\O .\O Yes\O ,\O his\O lectures\O are\O long\O ,\O and\O his\O reading\O assignments\O are\O very\O (\O very\O ,\O very\O ,\O very\O ,\O ...\O )\O long\O .\O But\O ,\O in\O the\O end\O ,\O it\O is\O all\O so\O worth\O it\O .\O Make\O sure\O you\O know\O how\O to\O take\O good\O and\O efficient\O notes\O .\O Don\'t\O be\O that\O one\O student\O who\O looks\O lost\O during\O lectures\O .\O I\O would\O take\O his\B class\O over\O and\O over\O again\O if\O I\O could\O .\O Just\O do\O it\O !\O 	Dr.\O Bob\O is\O such\O a\O great\O teacher\O .\O Yes\O ,\O his\O lectures\O are\O long\O ,\O and\O his\O reading\O assignments\O are\O very\O (\O very\O ,\O very\O ,\O very\O ,\O ...\O )\O long\O .\O But\O ,\O in\O the\O end\O ,\O it\O is\O all\O so\O worth\O it\O .\O Make\O sure\O you\O know\O how\O to\O take\O good\O and\O efficient\O notes\O .\O Don\'t\O be\O that\O one\O student\O who\O looks\O lost\O during\O lectures\O .\O I\O would\B take\I his\O class\O over\O and\O over\O again\O if\O I\O could\O .\O Just\O do\O it\O !\O 
55752	if you want an egotistacal teacher with a napoleon complex , he is for you . he has very little practical experience and it is very evident . 	if\O you\O want\O an\O egotistacal\O teacher\O with\O a\O napoleon\O complex\O ,\O he\O is\O for\O you\O .\O he\O has\B very\I little\I practical\I experience\I and\O it\O is\O very\O evident\O .\O 	if\O you\O want\O an\O egotistacal\O teacher\O with\O a\O napoleon\O complex\O ,\O he\O is\O for\O you\O .\O he\O has\O very\B little\I practical\I experience\I and\O it\O is\O very\O evident\O .\O 
57191	Great teacher in CCSF . He\ 's very funny , and his logic is very clear . This teacher really get you ready for math 110B and math 110C . 	Great\O teacher\O in\O CCSF\O .\O He\\O 's\O very\O funny\B ,\O and\O his\O logic\O is\O very\O clear\O .\O This\O teacher\O really\O get\O you\O ready\O for\O math\O 110B\O and\O math\O 110C\O .\O 	Great\O teacher\O in\O CCSF\O .\O He\\O 's\O very\B funny\I ,\O and\O his\O logic\O is\O very\O clear\O .\O This\O teacher\O really\O get\O you\O ready\O for\O math\O 110B\O and\O math\O 110C\O .\O 
7802	Truley an ideal teacher ! Really laid-back , funny , and super nice ! But be prepared to write cuz thats what the class if based on ... just 5 write-ups of your choice out of 10 & a final paper on a book you read . Pretty simple . I definately reccomend him ... if you don\'t mind writing a little . 	Truley\O an\O ideal\O teacher\O !\O Really\O laid-back\O ,\O funny\B ,\O and\O super\O nice\O !\O But\O be\O prepared\O to\O write\O cuz\O thats\O what\O the\O class\O if\O based\O on\O ...\O just\O 5\O write-ups\O of\O your\O choice\O out\O of\O 10\O &\O a\O final\O paper\O on\O a\O book\O you\O read\O .\O Pretty\O simple\O .\O I\O definately\O reccomend\O him\O ...\O if\O you\O don\'t\O mind\O writing\O a\O little\O .\O 	Truley\O an\O ideal\O teacher\O !\O Really\O laid-back\O ,\O funny\B ,\O and\O super\O nice\O !\O But\O be\O prepared\O to\O write\O cuz\O thats\O what\O the\O class\O if\O based\O on\O ...\O just\O 5\O write-ups\O of\O your\O choice\O out\O of\O 10\O &\O a\O final\O paper\O on\O a\O book\O you\O read\O .\O Pretty\O simple\O .\O I\O definately\O reccomend\O him\O ...\O if\O you\O don\'t\O mind\O writing\O a\O little\O .\O 
